Sociedad,Linea Negocio,Orden de Compra,Pais de Origen,Fecha Orden,Sol. Compra,Fecha Solicitud,Codigo Proveedor,Tipo de Compra,Proveedor,CANCELED,U_EXM_CARGADOA,N° Documento,Nombre de cliente,Estado,Número de artículo,LineNum,Part Number,Dscription,Tipo Producto,Fecha Necesaria,UM,Modalidad,Solicitado,Pendiente,Moneda,Precio,Total Moneda,Total Soles,Total dolares,LineId,Max Liena,U_HAK_IMPORT,U_HAK_FEPFAB,1° Reprogramacion,2° Reprogramacion,3° Reprogramacion,4° Reprogramacion,5° Reprogramacion,6° Reprogramacion,7° Reprogramacion,Total,Ultima Fecha,Fecha P Consolidador,Fecha R Consolidador,Cantidad Embarcada,Fecha ETD,Fecha ETA Callao,Fecha ETA Marco,Embarque,Procedencia,REGULARIZACIÓN,CentroCosto,U_EXM_CARGADOA2,FreeTxt,Modalidad Original,Promedio Tiempo Total,Dias adicionales,Th_Art_Prov_Local,Var_Art_Prov_Local,Varm_Art_Prov_Local,Th_Fam_Prov_Local,Var_Fam_Prov_Local,Varm_Fam_Prov_Local,Th_Prov_Local,Var_Prov_Local,Varm_Prov_Local,Th_Fam_Local,Var_Fam_Local,Varm_Fam_Local,Th_Art_Prov_Pa_Imp,Var_Art_Prov_Pa_Imp,Varm_Art_Prov_Pa_Imp,Th_Fam_Prov_Pa_Imp,Var_Fam_Prov_Pa_Imp,Varm_Fam_Prov_Pa_Imp,Th_Prov_Pa_Imp,Var_Prov_Pa_Imp,Varm_Prov_Pa_Imp,Th_Fam_Pa_Imp,Var_Fam_Pa_Imp,Varm_Fam_Pa_Imp,Facturacion Aproximada,ETA Marco,ETA Marco Moderado,ETA Marco Maximo,Rango,Cat ETA
MP,TRANSM. DE POTENCIA,265705738,CA,2026-06-25,265105042.0,2026-06-25,PE0000000028,Impo,TWG CANADA,N,OV,265002304.0,"Marine Incorporated Supply Source, S. de R.L. de C.V.",Abierto,A26060000224,5,83010,PULLMASTER WINCH H25-3-86-4,Equipos,2026-09-22,UNIDAD,MARITIMO,1,1,USD,15030.882,15030.882,51480.76,15030.88,1.0,1,,,,,,,,,,0,,,,1,,,,,, ,9505,,,MARITIMO,53,20.0,0,0,0,0,0,0,0,0,0,44,160,80,0,0,0,121,115,58,49,128,64,134,100,50,2026-07-02 00:00:00.000000000,2026-08-24,2026-09-13 00:00:00,2026-09-13 00:00:00,[2026-08-24 00:00:00-2026-09-13 00:00:00],Cat D
MP,MANGUERA Y CONEXION,265702263,PE,2026-03-18,,2026-03-18,P20511843783,Local,COMERCIAL CISGE S.A.C.,,ST,,,,A18110005932,1,26711-20-20Z,"ESPIGA R1/R2 RECTA HEMBRA JIC 1.1/4"" A MANGUERA 1.1/4""",Espiga,2026-03-25,PIEZA,LOCAL,30,20,USD,2.964,88.92,303.84,88.92,1.0,1,,,,,,,,,,0,,,,30,,,,,, ,9111,,,LOCAL,0,0.0,3,7,4,5,19,10,5,10,5,11,30,15,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-05,2026-07-09 00:00:00,2026-07-12 00:00:00,[2026-07-05 00:00:00-2026-07-12 00:00:00],Cat N
MP,MANGUERA Y CONEXION,265702263,PE,2026-03-18,,2026-03-18,P20511843783,Local,COMERCIAL CISGE S.A.C.,,ST,,,,A18130005538,4,87392-24-20Z,"ESPIGA R2/R12 A 90° BRIDA COD61 1.1/2"" A MANGUERA 1.1/4""",Espiga,2026-03-25,PIEZA,LOCAL,10,7,USD,7.436,74.36,254.09,74.36,1.0,1,,,,,,,,,,0,,,,10,,,,,, ,9111,,,LOCAL,0,0.0,7,7,4,5,19,10,5,10,5,11,30,15,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-09,2026-07-13 00:00:00,2026-07-16 00:00:00,[2026-07-09 00:00:00-2026-07-16 00:00:00],Cat N
MP,UNIFORMES Y EQ. SEGU,265705522,PE,2026-06-19,265104840.0,2026-06-19,P20610364226,Local,GRUPO ALCA COMPANY S.A.C.,,ST,,,,A18130008030,0,T250 T/41,BOTIN DIELECTRICO TECSEG 250 TALLA 41 C/PUNTERA COMPOSITE PLANTILLA DE KEVLAR RESISTENCIA 15KV,,2026-06-22,UNIDAD,LOCAL,2,2,USD,58.5,117,396.4,117,1.0,1,,,,,,,,,,0,,,,2,,,,,, ,9708,,,LOCAL,0,0.0,10,13,7,0,0,0,9,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-12,2026-07-19 00:00:00,2026-07-25 00:00:00,[2026-07-12 00:00:00-2026-07-25 00:00:00],Cat N
MP,UNIFORMES Y EQ. SEGU,265705522,PE,2026-06-19,265104840.0,2026-06-19,P20610364226,Local,GRUPO ALCA COMPANY S.A.C.,,ST,,,,A18130008029,1,T250 T/42,BOTIN DIELECTRICO TECSEG 250 TALLA 42 C/PUNTERA COMPOSITE PLANTILLA DE KEVLAR RESISTENCIA 15KV,,2026-06-22,UNIDAD,LOCAL,4,4,USD,58.5,234,792.79,234,1.0,1,,,,,,,,,,0,,,,4,,,,,, ,9708,,,LOCAL,0,0.0,8,9,5,0,0,0,9,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-10,2026-07-15 00:00:00,2026-07-19 00:00:00,[2026-07-10 00:00:00-2026-07-19 00:00:00],Cat N
MP,UNIFORMES Y EQ. SEGU,265705522,PE,2026-06-19,265104840.0,2026-06-19,P20610364226,Local,GRUPO ALCA COMPANY S.A.C.,,ST,,,,A18130008028,2,T250 T/43,BOTIN DIELECTRICO TECSEG 250 TALLA 43 C/PUNTERA COMPOSITE PLANTILLA DE KEVLAR RESISTENCIA 15KV,,2026-06-22,UNIDAD,LOCAL,3,3,USD,58.5,175.5,594.59,175.5,1.0,1,,,,,,,,,,0,,,,3,,,,,, ,9708,,,LOCAL,0,0.0,8,11,6,0,0,0,9,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-10,2026-07-16 00:00:00,2026-07-21 00:00:00,[2026-07-10 00:00:00-2026-07-21 00:00:00],Cat N
MP,HIDRAULI. COMPONENTE,265705270,US,2026-06-10,265104611.0,2026-06-10,PE0000000003,Impo,SUN HYDRAULICS CORPORATION,N,OV,265001972.0,RESEMIN S.A.,Abierto,A23050000120,0,DKJC-XHN,VALVULA LOGICA 2/2 N.C PILOTADA T-19A,Componente,2026-07-31,PIEZA,AEREO,1,1,USD,374.4,374.4,1263.6,374.4,1.0,1,,2026-08-06,,,,,,,,0,2026-08-06,,,1,,,,,, ,9531,,,AEREO CONSOLIDADO,19,3.0,0,0,0,0,0,0,0,0,0,8,3,2,3,1,1,172,230,115,78,85,43,49,145,73,2026-08-13 00:00:00.000000000,2026-09-01,2026-09-04 00:00:00,2026-09-04 00:00:00,[2026-09-01 00:00:00-2026-09-04 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265705282,DK,2026-06-10,265104610.0,2026-06-10,PE0000000233,Impo,DANFOSS POWER SOLUTIONS II S.p.A,N,OV,265001970.0,RESEMIN S.A.,Abierto,A18110001800,0,151B0154,SEAL KIT SAUER - DANFOSS,Accesorios,2026-07-24,PIEZA,AEREO,5,5,USD,57.33,286.65,967.44,286.65,1.0,1,,2026-07-02,,,,,,,,0,2026-07-02,,,5,,,,,, ,9531,,,AEREO CONSOLIDADO,22,5.0,0,0,0,0,0,0,0,0,0,18,89,45,0,0,0,0,0,0,15,5,3,0,0,0,2026-07-09 00:00:00.000000000,2026-07-31,2026-08-05 00:00:00,2026-08-05 00:00:00,[2026-07-31 00:00:00-2026-08-05 00:00:00],Cat A
MP,TRANSM. DE POTENCIA,265705291,BR,2026-06-11,265104622.0,2026-06-11,PE0000000018,Impo,VULKAN DO BRASIL,N,OV,265002256.0,SHOUGANG HIERRO PERU S.A.A.,Abierto,A18110002819,0,2N02400000*****,ELEMENTO ELASTICO DE GOMA FLEXOMAX 240,Repuestos,2026-06-19,PIEZA,AEREO,2,2,USD,15.08,30.16,102.6,30.16,1.0,1,,2026-06-22,,,,,,,,0,2026-06-22,,,2,,,,,, ,9505,,,AEREO,14,3.0,0,0,0,0,0,0,0,0,0,14,69,35,26,16,8,49,94,47,53,107,54,44,91,46,2026-07-02 00:00:00.000000000,2026-07-16,2026-07-19 00:00:00,2026-07-19 00:00:00,[2026-07-16 00:00:00-2026-07-19 00:00:00],Cat B
MP,HIDRAULI. COMPONENTE,265705574,DK,2026-06-22,265104891.0,2026-06-22,PE0000000233,Impo,DANFOSS POWER SOLUTIONS II S.p.A,N,OV,265002366.0,RESEMIN S.A.,Abierto,A24080000119,0,151B3005,OMT 500 MOTOR HIDRAULICO ORBITAL 500CC,Accesorios,2026-11-30,UNIDAD,MARITIMO,15,15,USD,709.92,10648.8,36056.84,10648.8,1.0,1,,2026-09-22,,,,,,,,0,2026-09-22,,,15,,,,,, ,9531,,,MARITIMO,56,30.0,0,0,0,0,0,0,0,0,0,18,89,45,0,0,0,0,0,0,15,5,3,0,0,0,2026-09-29 00:00:00.000000000,2026-11-24,2026-12-24 00:00:00,2026-12-24 00:00:00,[2026-11-24 00:00:00-2026-12-24 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265705574,DK,2026-06-22,265104891.0,2026-06-22,PE0000000233,Impo,DANFOSS POWER SOLUTIONS II S.p.A,N,OV,265002366.0,RESEMIN S.A.,Abierto,A26060000290,1,111.25.366.0A,BOMBA DE ENGRANAJES 22 CCW 13TB2 GR3,Equipos,2026-11-30,UNIDAD,MARITIMO,2,2,USD,357.32,714.64,2419.77,714.64,1.0,1,,2026-09-22,,,,,,,,0,2026-09-22,,,2,,,,,, ,9531,,,MARITIMO,56,30.0,0,0,0,0,0,0,0,0,0,44,160,80,0,0,0,15,5,3,15,5,3,15,5,3,2026-09-29 00:00:00.000000000,2026-11-24,2026-12-24 00:00:00,2026-12-24 00:00:00,[2026-11-24 00:00:00-2026-12-24 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265705555,PE,2026-06-22,265104872.0,2026-06-22,P20607086916,Local,COINTET S.A.C.,,OF,262800974.0,MINERA LAS BAMBAS S.A.,Abierto,A25060000029,0,7MWI0011,"MANOMETRO 2.1/2"" 0- 5000 PSI CNEX. INFERIOR 1/4"" NPT C/GLICERINA WIKA",Repuestos,2026-06-25,UNIDAD,LOCAL,2,2,USD,76.76,153.52,519.82,153.52,1.0,1,,,,,,,,,,0,,,,2,,,,,, ,9133,,,LOCAL,0,0.0,0,0,0,5,9,5,6,9,5,14,69,35,0,0,0,0,0,0,0,0,0,50,56,28,,2026-07-02,2026-07-02 00:00:00,2026-07-02 00:00:00,[2026-07-02 00:00:00-2026-07-02 00:00:00],Cat N
MP,HIDRAULI. COMPONENTE,265705551,US,2026-06-22,265104868.0,2026-06-22,PE0000000003,Impo,SUN HYDRAULICS CORPORATION,N,OV,265002364.0,RESEMIN S.A.,Abierto,A19030000139,0,770-224,COIL 24 DC,Repuestos,2026-10-22,PIEZA,AEREO,1,1,USD,19.44,19.44,65.82,19.44,1.0,1,,2026-09-17,,,,,,,,0,2026-09-17,,,1,,,,,, ,9531,,,AEREO,19,3.0,0,0,0,0,0,0,0,0,0,14,69,35,150,45,23,77,85,43,78,85,43,48,108,54,2026-09-24 00:00:00.000000000,2026-10-13,2026-10-16 00:00:00,2026-10-16 00:00:00,[2026-10-13 00:00:00-2026-10-16 00:00:00],Cat A
MP,SIST DE LUBRICACION,265705304,US,2026-06-10,265104574.0,2026-06-10,PE0000000026,Impo,FAST FILL SYSTEMS,,OF,262800926.0,MINERA CHINALCO PERÚ S.A.,Abierto,A18110006908,2,R370C,R370/34 MATRIX 3/4 NPT RECEIVER WITH O RING CAP - RED (COUPLES W/N270,Accesorios,2026-07-01,PIEZA,AEREO,4,4,USD,139.52,558.08,1883.52,558.08,1.0,1,,2026-07-16,,,,,,,,0,2026-07-16,,,4,,,,,, ,9110,,,AEREO CONSOLIDADO,19,3.0,0,0,0,0,0,0,0,0,0,18,89,45,3,1,1,16,40,20,14,40,20,40,146,73,2026-07-23 00:00:00.000000000,2026-08-11,2026-08-14 00:00:00,2026-08-14 00:00:00,[2026-08-11 00:00:00-2026-08-14 00:00:00],Cat A
MP,FILTRACION,265703945,PE,2026-05-04,265103450.0,2026-05-04,P20392995006,Local,ZAMINE SERVICE PERU SAC,,OF,262800714.0,ZAMINE SERVICE PERU SAC,Abierto,A26040000239,0,DBB8666 DNLDS,DBB8666 DNLDS FILTRO DE COMBUSTIBLE,Repuestos,2026-07-29,UNIDAD,MARITIMO,8,8,USD,272.15,2177.2,7665.92,2177.2,1.0,1,,,,,,,,,,0,,,,8,,,,,, ,9514,,,MARITIMO,0,0.0,0,0,0,0,0,0,0,0,0,14,69,35,0,0,0,0,0,0,0,0,0,50,56,28,,2026-07-02,2026-07-02 00:00:00,2026-07-02 00:00:00,[2026-07-02 00:00:00-2026-07-02 00:00:00],Cat N
MP,FILTRACION,265703945,PE,2026-05-04,265103450.0,2026-05-04,P20392995006,Local,ZAMINE SERVICE PERU SAC,,OF,262800714.0,ZAMINE SERVICE PERU SAC,Abierto,A26040000240,1,DBB8665 DNLDS BULK-HMK05,DBB8665 DNLDS BULK-HMK05,Repuestos,2026-07-29,UNIDAD,MARITIMO,4,4,USD,261.06,1044.24,3676.77,1044.24,1.0,1,,,,,,,,,,0,,,,4,,,,,, ,9514,,,MARITIMO,0,0.0,0,0,0,0,0,0,0,0,0,14,69,35,0,0,0,0,0,0,0,0,0,50,56,28,,2026-07-02,2026-07-02 00:00:00,2026-07-02 00:00:00,[2026-07-02 00:00:00-2026-07-02 00:00:00],Cat N
MP,FILTRACION,265703945,PE,2026-05-04,265103450.0,2026-05-04,P20392995006,Local,ZAMINE SERVICE PERU SAC,,OF,262800714.0,ZAMINE SERVICE PERU SAC,Abierto,A26040000241,2,DBB0248 DNLDS BULK-HMK05,DBB0248 DNLDS BULK-HMK05,Repuestos,2026-07-29,UNIDAD,MARITIMO,6,6,USD,284.05,1704.3,6000.84,1704.3,1.0,1,,,,,,,,,,0,,,,6,,,,,, ,9514,,,MARITIMO,0,0.0,0,0,0,0,0,0,0,0,0,14,69,35,0,0,0,0,0,0,0,0,0,50,56,28,,2026-07-02,2026-07-02 00:00:00,2026-07-02 00:00:00,[2026-07-02 00:00:00-2026-07-02 00:00:00],Cat N
MP,FILTRACION,265703945,PE,2026-05-04,265103450.0,2026-05-04,P20392995006,Local,ZAMINE SERVICE PERU SAC,,OF,262800714.0,ZAMINE SERVICE PERU SAC,Abierto,A26040000242,3,P568583 DNLD SBULK-HMK25,P568583 DNLD SBULK-HMK25,Repuestos,2026-07-29,UNIDAD,MARITIMO,6,6,USD,607.16,3642.96,12826.86,3642.96,1.0,1,,,,,,,,,,0,,,,6,,,,,, ,9514,,,MARITIMO,0,0.0,0,0,0,0,0,0,0,0,0,14,69,35,0,0,0,0,0,0,0,0,0,50,56,28,,2026-07-02,2026-07-02 00:00:00,2026-07-02 00:00:00,[2026-07-02 00:00:00-2026-07-02 00:00:00],Cat N
MP,FILTRACION,265703945,PE,2026-05-04,265103450.0,2026-05-04,P20392995006,Local,ZAMINE SERVICE PERU SAC,,OF,262800714.0,ZAMINE SERVICE PERU SAC,Abierto,A26040000243,4,,P570330 DNLDS CABEZAL SIMPLE,,2026-07-29,UNIDAD,MARITIMO,6,6,USD,230.02,1380.12,4859.4,1380.12,1.0,1,,,,,,,,,,0,,,,6,,,,,, ,9514,,,MARITIMO,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-02,2026-07-02 00:00:00,2026-07-02 00:00:00,[2026-07-02 00:00:00-2026-07-02 00:00:00],Cat N
MP,UNIFORMES Y EQ. SEGU,265705564,PE,2026-06-22,265104881.0,2026-06-22,P20455841608,Local,VMH SEGURIDAD E IMPLEMENTOS INDUSTRIALES E.I.R.L,,OF,262801128.0,MINERA LAS BAMBAS S.A.,Abierto,A18120012859,0,286596,CASCO V-GARD MSA COLOR PLOMO MODELO JOCKEY 286596 CON 04 SUSPENCION FAS TRAC Y REGULADOR,EPPs,2026-06-24,UNIDAD,LOCAL,1,1,SOL,46.61,46.61,46.61,0,1.0,1,,,,,,,,,,0,,,,1,,,,,, ,9111,,,LOCAL,0,0.0,0,0,0,6,2,1,5,6,3,30,96,48,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-02,2026-07-02 00:00:00,2026-07-02 00:00:00,[2026-07-02 00:00:00-2026-07-02 00:00:00],Cat N
MP,HIDRAULI. COMPONENTE,265705575,US,2026-06-22,265104892.0,2026-06-22,PE0000000005,Impo,INDUSTRIAL GLOBAL SALES,N,OV,265002377.0,TUMI CONTRATISTAS MINEROS S.A.C,Abierto,A26060000291,0,DG5V-8H-2C-M-FTWL-G-10,DIRECTIONAL CONTROL VALVE / (12VDC) - 4/3 -CLOSE - 45 GPM / DG5V-8H-2C-M-FTWL-G-10 /VICKERS - EATO,Repuestos,2026-08-13,PIEZA,AEREO,4,4,USD,853.4632,3413.8528,11559.3,3413.85,1.0,1,,2026-08-12,,,,,,,,0,2026-08-12,,,4,,,,,, ,9531,,,AEREO,19,3.0,0,0,0,0,0,0,0,0,0,14,69,35,0,0,0,67,140,70,49,129,65,48,108,54,2026-08-19 00:00:00.000000000,2026-09-07,2026-09-10 00:00:00,2026-09-10 00:00:00,[2026-09-07 00:00:00-2026-09-10 00:00:00],Cat A
MP,UNIFORMES Y EQ. SEGU,265702291,PE,2026-03-18,265101965.0,2026-03-18,P20514044911,Local,OBL ASOCIADOS SOCIEDAD ANONIMA CERRADA - OBL S.A.C.,,OF,262800269.0,NEXA RESOURCES CAJAMARQUILLA S.A.,Cerrado,A26030000084,0,,OVEROL CONTRA ACIDOS,EPPs,2026-03-19,UNIDAD,LOCAL,2,2,USD,88,176,601.39,176,1.0,1,,,,,,,,,,0,,,,2,,,,,, ,9133,,,LOCAL,0,0.0,0,0,0,19,20,10,16,21,11,30,96,48,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-02,2026-07-02 00:00:00,2026-07-02 00:00:00,[2026-07-02 00:00:00-2026-07-02 00:00:00],Cat N
MP,LUBRICACION INDUSTRI,265705173,PE,2026-06-08,265104534.0,2026-06-08,P20551778135,Local,ACSA CORP S.A.C.,N,OV,265000043.0,ELECTRO FERRO CENTRO S.A.C. - EFC SAC,Abierto,A19100000179,0,82130,QD CONTACT CLEANER (SPRAY DE 11 OZ) - USA,Quimicos,2026-06-11,UNIDAD,LOCAL,336,228,SOL,15.254,5125.344,5125.34,0,1.0,1,,,,,,,,,,0,,,,336,,,,,, ,9109,,,LOCAL,0,0.0,10,14,7,11,14,7,11,14,7,10,15,8,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-12,2026-07-19 00:00:00,2026-07-26 00:00:00,[2026-07-12 00:00:00-2026-07-26 00:00:00],Cat N
MP,HIDRAULI. COMPONENTE,265704728,PE,2026-05-26,265104135.0,2026-05-26,P20338570041,Local,LINDE PERU S.R.L.,,OF,262800406.0,NIRSA  S.A.,Abierto,A18110011082,2,STARGOL / AGAMIX-20,GAS STARGOL / AGAMIX-20,Accesorios,2026-06-01,METRO CÚBICO,AEREO,20,10,SOL,24.72,494.4,494.4,0,1.0,1,,,,,,,,,,0,,,,20,,,,,, ,9132,,,AEREO,0,0.0,6,11,6,6,11,6,7,21,11,18,89,45,0,0,0,0,0,0,0,0,0,60,18,9,,2026-07-08,2026-07-14 00:00:00,2026-07-19 00:00:00,[2026-07-08 00:00:00-2026-07-19 00:00:00],Cat N
MP,HIDRAULICA PROYECTOS,265703018,PE,2026-04-07,265102634.0,2026-04-07,P20338570041,Local,LINDE PERU S.R.L.,,OF,262800407.0,NIRSA  S.A.,Abierto,A18110009405,2,ACETILENO,ACETILENO,Repuestos,2026-04-09,KILO,AEREO,24,3,SOL,35.84,860.16,860.16,0,1.0,1,,,,,,,,,,0,,,,24,,,,,, ,9132,,,AEREO,0,0.0,4,4,2,7,22,11,7,21,11,14,69,35,0,0,0,0,0,0,0,0,0,50,56,28,,2026-07-06,2026-07-08 00:00:00,2026-07-10 00:00:00,[2026-07-06 00:00:00-2026-07-10 00:00:00],Cat N
MP,SIST DE LUBRICACION,265704918,PE,2026-05-28,,2026-05-28,P20100082633,Local,SKF DEL PERU S.A.,,ST,,,,A22010000083,2,LL/85734,HYD. PUMP ASSY (400 LB),Repuestos,2026-06-16,UNIDAD,LOCAL,2,1,USD,3292.75,6585.5,22529,6585.5,1.0,1,,,,,,,,,,0,,,,2,,,,,, ,9110,,,LOCAL,0,0.0,35,81,41,94,159,80,98,173,87,14,69,35,0,0,0,0,0,0,0,0,0,50,56,28,,2026-07-02,2026-08-12 00:00:00,2026-09-21 00:00:00,[2026-07-02 00:00:00-2026-09-21 00:00:00],Cat M
MP,UNIFORMES Y EQ. SEGU,265702979,PE,2026-04-07,265102606.0,2026-04-07,P20131529008,Local,SEKUR PERU S.A.,,ST,,,,A23110000009,0,286292,BARBIQUEJO ELÁSTICO 2PTS MSA S/MENTONERA,EPPs,2026-04-07,UNIDAD,LOCAL,30,30,USD,5.1712,155.136,535.08,155.14,1.0,1,,,,,,,,,,0,,,,30,,,,,, ,9708,,,LOCAL,0,0.0,12,4,2,6,9,5,6,14,7,30,96,48,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-14,2026-07-16 00:00:00,2026-07-18 00:00:00,[2026-07-14 00:00:00-2026-07-18 00:00:00],Cat N
MP,UNIFORMES Y EQ. SEGU,265702979,PE,2026-04-07,265102606.0,2026-04-07,P20131529008,Local,SEKUR PERU S.A.,,ST,,,,A18130008223,1,3M,CARTUCHO CA-6003 C/VAPORES ORGANICOS Y GASES ACIDOS PKX2 3M,,2026-04-07,UNIDAD,AEREO,20,20,USD,38.4888,769.776,2654.97,769.78,1.0,1,,,,,,,,,,0,,,,20,,,,,, ,9708,,,AEREO,0,0.0,6,11,6,0,0,0,6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-08,2026-07-14 00:00:00,2026-07-19 00:00:00,[2026-07-08 00:00:00-2026-07-19 00:00:00],Cat N
MP,UNIFORMES Y EQ. SEGU,265702979,PE,2026-04-07,265102606.0,2026-04-07,P20131529008,Local,SEKUR PERU S.A.,,ST,,,,A18130008088,2,CSA Z94-1-05,CASCO BLANCO C/RACHET DE 04 PUNTAS DOBLE CINTA DE AMORTIGUADOR CSA Z94-1-05 TIPO 1 MARCA MSA,,2026-04-07,UNIDAD,AEREO,10,10,USD,9.91,99.1,341.8,99.1,1.0,1,,,,,,,,,,0,,,,10,,,,,, ,9708,,,AEREO,0,0.0,4,4,2,0,0,0,6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-06,2026-07-08 00:00:00,2026-07-10 00:00:00,[2026-07-06 00:00:00-2026-07-10 00:00:00],Cat N
MP,UNIFORMES Y EQ. SEGU,265702979,PE,2026-04-07,265102606.0,2026-04-07,P20131529008,Local,SEKUR PERU S.A.,,ST,,,,A18130008125,3,92-500 T/M,GUANTE DE NITRILO 92-500-600 TOUCHN TUFF TALLA M MARCA ANSELL,,2026-04-07,UNIDAD,AEREO,400,400,USD,0.105,42,144.86,42,1.0,1,,,,,,,,,,0,,,,400,,,,,, ,9708,,,AEREO,0,0.0,4,3,2,0,0,0,6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-06,2026-07-08 00:00:00,2026-07-09 00:00:00,[2026-07-06 00:00:00-2026-07-09 00:00:00],Cat N
MP,HIDRAULI. COMPONENTE,265700191,IT,2026-01-08,,2026-01-08,PE6088940157,Impo,NORD FLUID S.P.A.,,ST,,,,A18130006679,3,36M115A 1C20,MOTOR A/N 312066-3,,2026-04-08,PIEZA,MARITIMO,2,1,EUR,1884.72,3769.44,14968.45,3769.44,2.0,2,,2026-06-30,,,,,,,,0,2026-06-30,2026-07-10,,1,,,,,, ,9131,,,MARITIMO,53,30.0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,0,0,0,51,189,95,0,0,0,2026-07-07 00:00:00.000000000,2026-08-29,2026-09-28 00:00:00,2026-09-28 00:00:00,[2026-08-29 00:00:00-2026-09-28 00:00:00],Cat A
MP,UNIFORMES Y EQ. SEGU,265702979,PE,2026-04-07,265102606.0,2026-04-07,P20131529008,Local,SEKUR PERU S.A.,,ST,,,,A18130008124,4,92-500 T/S,GUANTE DE NITRILO 92-500-600 TOUCHN TUFF TALLA S MARCA ANSELL,,2026-04-07,UNIDAD,AEREO,30,30,USD,42.2813,1268.439,4374.85,1268.44,1.0,1,,,,,,,,,,0,,,,30,,,,,, ,9708,,,AEREO,0,0.0,0,0,0,0,0,0,6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-02,2026-07-02 00:00:00,2026-07-02 00:00:00,[2026-07-02 00:00:00-2026-07-02 00:00:00],Cat N
MP,UNIFORMES Y EQ. SEGU,265702979,PE,2026-04-07,265102606.0,2026-04-07,P20131529008,Local,SEKUR PERU S.A.,,ST,,,,A18130008123,5,92-500 T/XL,GUANTE DE NITRILO 92-500-600 TOUCHN TUFF TALLA XL MARCA ANSELL,,2026-04-07,UNIDAD,AEREO,50,50,USD,44.6553,2232.765,7700.82,2232.77,1.0,1,,,,,,,,,,0,,,,50,,,,,, ,9708,,,AEREO,0,0.0,0,0,0,0,0,0,6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-02,2026-07-02 00:00:00,2026-07-02 00:00:00,[2026-07-02 00:00:00-2026-07-02 00:00:00],Cat N
MP,UNIFORMES Y EQ. SEGU,265702979,PE,2026-04-07,265102606.0,2026-04-07,P20131529008,Local,SEKUR PERU S.A.,,ST,,,,A18120012884,6,11-727 T/10,GUANTE HYFLEX 11-727 TALLA 10 DE PROTECCION CONTRA CORTES C/ HILO INTERCEPT,EPPs,2026-04-07,UNIDAD,AEREO,10,10,USD,21.8548,218.548,753.78,218.55,1.0,1,,,,,,,,,,0,,,,10,,,,,, ,9708,,,AEREO,0,0.0,3,1,1,6,9,5,6,14,7,30,96,48,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-05,2026-07-06 00:00:00,2026-07-06 00:00:00,[2026-07-05 00:00:00-2026-07-06 00:00:00],Cat N
MP,UNIFORMES Y EQ. SEGU,265702979,PE,2026-04-07,265102606.0,2026-04-07,P20131529008,Local,SEKUR PERU S.A.,,ST,,,,A18130008202,7,11-727 T/9,GUANTE HYFLEX 11-727 TALLA 9 DE PROTECCION CONTRA CORTES C/ HILO INTERCEPT,,2026-04-07,UNIDAD,AEREO,70,70,USD,5.48,383.6,1323.04,383.6,1.0,1,,,,,,,,,,0,,,,70,,,,,, ,9708,,,AEREO,0,0.0,4,3,2,0,0,0,6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-06,2026-07-08 00:00:00,2026-07-09 00:00:00,[2026-07-06 00:00:00-2026-07-09 00:00:00],Cat N
MP,UNIFORMES Y EQ. SEGU,265702979,PE,2026-04-07,265102606.0,2026-04-07,P20131529008,Local,SEKUR PERU S.A.,,ST,,,,A18130008200,8,11-840 T/8,GUANTES HYFEX 11-840 TALLA 8 NYLON CON PALMA  DE NITRILO 11-840,,2026-04-07,UNIDAD,AEREO,50,50,USD,2.45,122.5,422.5,122.5,1.0,1,,,,,,,,,,0,,,,50,,,,,, ,9708,,,AEREO,0,0.0,2,4,2,0,0,0,6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-04,2026-07-06 00:00:00,2026-07-08 00:00:00,[2026-07-04 00:00:00-2026-07-08 00:00:00],Cat N
