Código de ubicación	Ub Fisica	ZonaG	AnaquelG	Columna	Nivel	Número de artículo	Codigo GET	EMPRESA	AlmacenG	Codigo Barra	Descripción del artículo	Nombre de grupo	Unidad de medida de inventario	Ferreteria	Cantidad en almacén	CUUSD	CU SOL
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A18130007640	GM5A-13008EGD90	MP	100	MS00145	MOTOR SAI P/N 55040073 GM5A-13008EGD90	HIDRAULI. COMPONENTE	PIEZA		2	3057.983987119437939110070257611241	10446.0733
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A19010000086	BOL-725-2-3	MP	100	VZC0037	HEAT EXCHANGER THERMAL TRANSFER AIRE ACEITE 230-460 VAC	FILTRACION	PIEZA		4	2371.676141686182669789227166276347	8101.6457
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A19010000273	112-1066-006	MP	100	112-1066-006	MOTOR CHAR-LYNN 19.0 CU.IN./REV.  STRAIGHT SHAFT	HIDRAULI. COMPONENTE	PIEZA		4	873.8919789227166276346604215456674	2985.215
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A19100000089	40.CBL.7.05	MP	100		CABLE WITH BAYONET PLUG 5MT 7 WIRES	SIST DE LUBRICACION	PIEZA		12	43.0427985948477751756440281030445	147.0342
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A20030000048	450056	MP	100		MANTLE WASHER	EQUIPOS TRANS. MATER	UNIDAD		2	365.8726288056206088992974238875878	1249.8209
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A21030000060	ECM-1224-6-F	MP	100		HEAT EXCHANGER ECM-1224-6-F THERMAL TRANSFER	FILTRACION	UNIDAD		5	1412.872365339578454332552693208431	4826.372
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A22080000068	EKM-712-T	MP	100		"HEAT EXCHANGER EKM-712-T 78514 ""THERMAL TRANSFER"""	FILTRACION	UNIDAD		13	495.7856557377049180327868852459016	1693.6038
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A22110000331	1W12CTB12	MP	100		"ESPIGA R15  A 90Â° BRIDA CAT 3/4"" A MANGUERA  3/4"""	MANGUERA Y CONEXION	PIEZA		2	19.26144613583138173302107728337237	65.7971
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A24050000103	1090142	MP	100	A18110000335	ASS. VOLANTE D350 PUR003 C/PM (0032.0916.60)	HIDRAULI. COMPONENTE	UNIDAD		20	72.50386416861826697892271662763466	247.6732
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A25050000001	SL35004 / FAR / 919.81 / 00 B3	MP	100	SL35004 / FAR / 919.81 / 00 B3	REDUCTOR SL35004 / FAR / 919.81 / 00 B3	HIDRAULICA PROYECTOS	PIEZA		1	63130.16100702576112412177985948478	215652.63
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A25050000002	ISL150	MP	100	ISL150	ADAPTADOR ISL150	HIDRAULICA PROYECTOS	PIEZA		1	1696.712529274004683840749414519906	5795.97
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A25090000205	L0108053	MP	100	L0108053	MOTOR ELECTRICO 1 HP, 1800 RPM, 24 VDC	HIDRAULICA PROYECTOS	PIEZA		6	900.5857728337236533957845433255269	3076.401
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A26020000111	GB-0084	MP	100		ENDPOINT BULK FLOW	LUBRICACION MINERIA	UNIDAD		4	1273.842944964871194379391100702576	4351.4475
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A26020000112	GB-0018	MP	100		ENDPOINT MP2	LUBRICACION MINERIA	UNIDAD		4	1443.689256440281030444964871194379	4931.6425
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A26020000113	GB-0001	MP	100		ENDPOINT LOW FLOW ¼”	LUBRICACION MINERIA	UNIDAD		18	509.5376463700234192037470725995316	1740.5806
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A26020000114	GB-0002	MP	100		ENDPOINT HIGH FLOW ¾”	LUBRICACION MINERIA	UNIDAD		8	530.7680913348946135831381733021077	1813.1038
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A26020000116	GB-0088-1	MP	100		ENDPOINT INJECTOR 4 BANK BRACKET	LUBRICACION MINERIA	UNIDAD		2	337.5658665105386416861826697892272	1153.125
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A26020000117	GB-0088-2	MP	100		ENDPOINT INJECTOR 5/6 BANK BRACKET	LUBRICACION MINERIA	UNIDAD		2	450.0819672131147540983606557377049	1537.48
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A26020000118	GB-0055	MP	100		HME GATEWAY (NO ENCLOSURE)	LUBRICACION MINERIA	UNIDAD		4	1146.469555035128805620608899297424	3916.34
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A26020000129	GBC-0004 / GBC-00019	MP	100		INCREASED 10M BLE & LTE CABLE FOR GATEWAY	LUBRICACION MINERIA	UNIDAD		3	371.5378512880562060889929742388759	1269.1733
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A26020000130	GBC-0003 / GBC-00020	MP	100		INCREASED 15M BLE & LTE CABLE FOR GATEWAY	LUBRICACION MINERIA	UNIDAD		1	561.5515222482435597189695550351288	1918.26
100-PATIO-RECEPCION	PATIO-RECEPCION	PATIO	RECEPCION			A26060000001	MM3-VSA-501	SP	100	GPS_RPTOS_CARTA	UNLOCK CODE FOR CHART GULF OF PARIA TO CAPE HORN	ELECTRONICA NAVAL	UNIDAD		1	184.2066744730679156908665105386417	629.25
108-PATIO-SALUD OCUPACIONAL	PATIO-SALUD OCUPACIONAL	PATIO	SALUD OCUPACIONAL			MP1903000046	35240	MP	108		HUB MACHINING CLUTCH & BRAKE K1051	HIDRAULICA PROYECTOS	PIEZA		1	663.1703747072599531615925058548009	2265.39
100-PATIO-THER-MO-FRIO	PATIO-THER-MO-FRIO	PATIO	THER	FRIO	MO	A20010000203	901020D-0001	SUF	100		Equipo de Refrigeración - Carrier Citimax 400 12 V	FRIO	EQUIPO		1	2340.259192037470725995316159250585	7994.3254
101-TALLER	TALLER	TALLER				A18110011097	"""2"""""""" ASTM A36"""""""	MP	101	PL00278	"PLANCHA 2"" ACERO ASTM-A36 ( X KG )"	HIDRAULICA PROYECTOS	KILO		0.512	1.022804449648711943793911007025761	3.4939
100-U-P-P-R	U-P-P-R	U	P	R	P	A18110000340	104-1005-006***	MP	100	104-1005-006	MOTOR 11.9 CU.IN./REV. (01) AC-AA	HIDRAULI. COMPONENTE	PIEZA		2	359.5165690866510538641686182669789	1228.1086
100-U-P-P-R	U-P-P-R	U	P	R	P	A18110001841	PVFB-LAN-N4V	MP	100	-	BODY ALUM. W/ REDUCER PVFB-LAN & CHECK CXED-XCN SU00713	HIDRAULI. COMPONENTE	PIEZA		2	184.4837529274004683840749414519906	630.1965
100-U-P-P-R	U-P-P-R	U	P	R	P	A18110003671	1A6DLB4	MP	100	FF07282	"CONEXION R1/R2 A 90° HEMBRA MILIM. M14x1.5 T8 A MANGUERA 1/4"" LIGERA"	MANGUERA Y CONEXION	PIEZA		4	6.087529274004683840749414519906323	20.795
100-U-P-P-R	U-P-P-R	U	P	R	P	A18110004018	1A5DS4	MP	100	FF02610	"CONEXION R1/R2 RECTA HEMBRA MILIM. M16x1.5 T8 A MANGUERA 1/4"" PESADA"	MANGUERA Y CONEXION	PIEZA		2	6.756440281030444964871194379391101	23.08
100-U-P-P-R	U-P-P-R	U	P	R	P	A18110004078	1A25DS16	MP	100	FF02624	"CONEXION R1/R2 RECTA HEMBRA MILIM. M42x2.0 T30 A MANGUERA 1"" PESADA"	MANGUERA Y CONEXION	PIEZA		1	24.55503512880562060889929742388759	83.88
100-U-P-P-R	U-P-P-R	U	P	R	P	A18110004110	1A25DSB16	MP	100	FF02662	"CONEXION R1/R2 A 90° HEMBRA MILIM. M42x2.0 T30 A MANGUERA 1"" PESADA"	MANGUERA Y CONEXION	PIEZA		2	22.37880562060889929742388758782201	76.446
100-U-P-P-R	U-P-P-R	U	P	R	P	A18110004291	1AA8FRC8	MP	100	FF02316	"CONEXION R1/R2 A 90° HEMBRA ORS 1/2"" A MANGUERA 1/2"" XL"	MANGUERA Y CONEXION	PIEZA		2	9.426814988290398126463700234192037	32.202
100-U-P-P-R	U-P-P-R	U	P	R	P	A18110008298	CH600L/24/400_V1	SP	100	CH-SONAR	SONAR FURUNO MODELO CH600/60 y 153KHz/24VDC/400MM C/EJE 3.8M	ELECTRONICA NAVAL	UNIDAD		1	16582.98594847775175644028103044496	56647.48
100-U-P-P-R	U-P-P-R	U	P	R	P	A18110008327	JH 19T27 MMD_V1	SP	100	MONITOR	MONITOR MARINO HATTELAND MOD. JH 19T27 MMD C/BRACKET	ELECTRONICA NAVAL	EQUIPO		10	2972.282611241217798594847775175644	10153.3174
100-U-P-P-R	U-P-P-R	U	P	R	P	A18110008449	SC70_V1	SP	100	COMPAS	COMPAS SATELITAL FURUNO MOD. SC70 CON CBL 15M	ELECTRONICA NAVAL	UNIDAD		2	3929.486738875878220140515222482436	13423.1267
100-U-P-P-R	U-P-P-R	U	P	R	P	A18130002932	64070-A400W X 1	MP	100	ZBR0421	NO-TOX FOOD GRADE WATERPROOF CHAIN LUBE (AEROSOL 1 UND.)	LUBRICACION INDUSTRI	UNIDAD		6	0.3007611241217798594847775175644028	1.0274
100-U-P-P-R	U-P-P-R	U	P	R	P	A18130008048	POLO T/M	MP	100	702CP00405	POLO CELESTE TALLA M C/MANGAS LARGAS, BOLSILLO Y LOGO 100% ALGODON	UNIFORMES Y EQ. SEGU	UNIDAD		20	6.955474238875878220140515222482436	23.7599
100-U-P-P-R	U-P-P-R	U	P	R	P	A19010000373	4S24FHA24	MP	100	FF03694	"CONEXION 4S A 45° BRIDA COD62 1.1/2"" A MANGUERA 1.1/2"""	MANGUERA Y CONEXION	PIEZA		4	59.17947892271662763466042154566745	202.1571
100-U-P-P-R	U-P-P-R	U	P	R	P	A19010000734	4S25DSA16	MP	100	FF00103	CONEXION 4S A 45° HEMBRA MILIM. M42x2.0 T30 A MANGUERA 1	MANGUERA Y CONEXION	PIEZA		4	37.24751170960187353629976580796253	127.2375
100-U-P-P-R	U-P-P-R	U	P	R	P	A19010000862	1FO4-16Z	MP	100		"ADAPTADOR A 45° MACHO ORS 1"" A MACHO ORING BOSS 1"""	MANGUERA Y CONEXION	UNIDAD		3	7.460977751756440281030444964871194	25.4867
100-U-P-P-R	U-P-P-R	U	P	R	P	A19030000189	1A20DLA12	MP	100		"CONEXION R1/R2 A 45° HEMBRA MILIM. M30x2.0 T22 A MANGUERA 3/4"" LIGERA"	MANGUERA Y CONEXION	PIEZA		2	30.68597775175644028103044496487119	104.8233
100-U-P-P-R	U-P-P-R	U	P	R	P	A19030000192	1A6DSA4	MP	100		"CONEXION R1/R2 A 45° HEMBRA MILIM. M18x1.5 T10 A MANGUERA 1/4"" PESADA"	MANGUERA Y CONEXION	PIEZA		1	8.237704918032786885245901639344262	28.14
100-U-P-P-R	U-P-P-R	U	P	R	P	A19120000159	87341Y-32-32Z	MP	100		CONEXION R1/R2 A 45° BRIDA COD61 2 A MANGUERA 2	MANGUERA Y CONEXION	UNIDAD		3	20.47034543325526932084309133489461	69.9267
100-U-P-P-R	U-P-P-R	U	P	R	P	A20110000185	20591Y-30-10Z	MP	100		CONEXIONR1/R2 A 90° HEMBRA MILIM. M30x2.0 T20 A MANGUERA 5/8 PESADA	MANGUERA Y CONEXION	PIEZA		20	3.687792740046838407494145199063232	12.5975
100-U-P-P-R	U-P-P-R	U	P	R	P	A23040000111	VAC1	MP	100	1U-5718	BOMBA MANUAL PARA TRASEGAR ACEITE	MONITOREO CONDICION	PIEZA		1	25.92617096018735362997658079625293	88.5638
100-U-P-P-R	U-P-P-R	U	P	R	P	A23050000001	SCX21_V1	SP	100	COMPAS	COMPAS SATELITAL FURUNO MOD. SCX21 c/GP39	ELECTRONICA NAVAL	EQUIPO		2	1378.436768149882903981264637002342	4708.74
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000107	FD90-1012-04-04	MP	300	-	"ACOPLE RAPIDO DIAGNOSTICO MACHO CUERPO 1/4"" A MACHO NPT 1/4"" 483BAR/7000PSI"	MANGUERA Y CONEXION	PIEZA		25	5.729303278688524590163934426229508	19.5713
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000107	FD90-1012-04-04	MP	360	-	"ACOPLE RAPIDO DIAGNOSTICO MACHO CUERPO 1/4"" A MACHO NPT 1/4"" 483BAR/7000PSI"	MANGUERA Y CONEXION	PIEZA		14	5.729303278688524590163934426229508	19.5713
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000108	5657-10	MP	300	FF07070	"TAPA DE GOMA GUARDAPOLVO PARA ACOPLE RAPIDO HID. 5600 MACHO 5/8"""	MANGUERA Y CONEXION	PIEZA		38	2.338319672131147540983606557377049	7.9877
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000108	5657-10	MP	360	FF07070	"TAPA DE GOMA GUARDAPOLVO PARA ACOPLE RAPIDO HID. 5600 MACHO 5/8"""	MANGUERA Y CONEXION	PIEZA		7	2.338319672131147540983606557377049	7.9877
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000112	4S12FL12	MP	200	FF03009	"CONEXION 4S RECTA BRIDA COD61 3/4"" A MANGUERA 3/4"""	MANGUERA Y CONEXION	PIEZA		3	15.86651053864168618266978922716628	54.2
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000112	4S12FL12	MP	APM-01	FF03009	"CONEXION 4S RECTA BRIDA COD61 3/4"" A MANGUERA 3/4"""	MANGUERA Y CONEXION	PIEZA		11	15.86651053864168618266978922716628	54.2
220-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000258	193-0116-001***	MP	220	193-0116-001	MOTOR 2K-2S, 8.0 CU.IN./REV (01) AF(ANTES 104-2269-001)	HIDRAULI. COMPONENTE	PIEZA		1	870.8679742388758782201405152224824	2974.885
106-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000265	104-1026-006***	MP	106	104-1026-006	MOTOR 11.9 CU.IN./REV. (02) AC-AA	HIDRAULI. COMPONENTE	PIEZA		1	344.3825526932084309133489461358314	1176.4108
220-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000280	61258-000	MP	220	61258-000	SEAL KIT 2000 STD & WHEEL	HIDRAULI. COMPONENTE	KIT		2	42.6472189695550351288056206088993	145.6829
220-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000308	21625-003******	MP	220	21625-003	GEROLER SERIE 2000 8.0 CU.IN./REV.  28.9 (1.14)	HIDRAULI. COMPONENTE	PIEZA		3	166.9647833723653395784543325526932	570.3517
220-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000313	61267-000******	MP	220	61267-000	SEAL KIT 2000 2K2S, STD MOTOR  (2000 SERIES - TWO SPEED)	HIDRAULI. COMPONENTE	KIT		1	60.78966627634660421545667447306792	207.6575
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000317	6406-000	MP	210	6406-000	SEAL KIT, SHAFT 10000 STD & WHEEL	HIDRAULI. COMPONENTE	KIT		2	30.22540983606557377049180327868852	103.25
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000336	101-1001-009***	MP	210	101-1001-009	MOTOR CHAR LYNN 2.8 CU.IN./REV.	HIDRAULI. COMPONENTE	PIEZA		1	165.661592505854800936768149882904	565.9
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000340	104-1005-006***	MP	210	104-1005-006	MOTOR 11.9 CU.IN./REV. (01) AC-AA	HIDRAULI. COMPONENTE	PIEZA		1	359.5165690866510538641686182669789	1228.1086
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000362	6405-000	MP	210	6405-000	SEAL KIT 10000 BEARINGLESS	HIDRAULI. COMPONENTE	KIT		4	29.46308548009367681498829039812646	100.6459
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000373	60540-000******	MP	210	60540-000	SEAL KIT SERIE H	HIDRAULI. COMPONENTE	KIT		3	27.7814402810304449648711943793911	94.9014
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000391	61238-000	MP	210	61238-000	SEAL KIT 6000 STD & WHEEL	HIDRAULI. COMPONENTE	KIT		4	18.83343091334894613583138173302108	64.335
220-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000391	61238-000	MP	220	61238-000	SEAL KIT 6000 STD & WHEEL	HIDRAULI. COMPONENTE	KIT		4	18.83343091334894613583138173302108	64.335
230-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000391	61238-000	MP	230	61238-000	SEAL KIT 6000 STD & WHEEL	HIDRAULI. COMPONENTE	KIT		1	18.83343091334894613583138173302108	64.335
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000441	61259-000	MP	210	61259-000	SEAL KIT 2000 BEARINGLESS	HIDRAULI. COMPONENTE	KIT		1	10.73448477751756440281030444964871	36.669
201-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000477	14384-012******	MP	201	14384-012	BOLT SER. 2000 HEX NF 3/8 X 6.1/2	HIDRAULI. COMPONENTE	PIEZA		8	4.880064402810304449648711943793911	16.6703
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000573	DLM 6-4N-S	MP	210	FS06005	CONECTOR CODO 90°  3/8 OD - 1/4 NPT M  SS316	HIDRAULI. COMPONENTE	PIEZA		6	19.0205796252927400468384074941452	64.9743
220-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000616	70553-LAR******	MP	220	-	PISTON PUMP AAWLAA01010ABB0000A0B	HIDRAULI. COMPONENTE	PIEZA		1	1211.441744730679156908665105386417	4138.285
220-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000650	990709-000*****	MP	220	990709-000	SHAFT SEAL	HIDRAULI. COMPONENTE	PIEZA		1	34.42947892271662763466042154566745	117.6111
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000659	25502-RSB******	MP	210	25502-RSB	GEAR PUMP 9.2 GPM SPLINE 13T-REAR PORTS	HIDRAULI. COMPONENTE	PIEZA		2	201.2275468384074941451990632318501	687.3933
106-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000716	105097-000*****	MP	106	105097-000	VALVE PLATE - VE03570	HIDRAULI. COMPONENTE	PIEZA		1	188.9541861826697892271662763466042	645.4675
299-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000729	2FBAR KNOB	MP	299	-	PERILLA DE REGULACION 2FBAR (JG - 01 PERILLA FIJA Y 01 PERILLA REGULABLE)	HIDRAULI. COMPONENTE	PIEZA		1	23.0027810304449648711943793911007	78.5775
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000747	26007-RZC	MP	210	26007-RZC	GEAR PUMP 6.2 GPM KEYED-SIDE PORTS	HIDRAULI. COMPONENTE	PIEZA		1	180.6088992974238875878220140515222	616.96
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000750	26006-RZC	MP	210	26006-RZC	GEAR PUMP 5.3 GPM KEYED-SIDE PORTS	HIDRAULI. COMPONENTE	PIEZA		2	155.7331088992974238875878220140515	531.9843
220-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000785	70160-902******	MP	220	70160-902	SEAL KIT FOR PUMP 70160	HIDRAULI. COMPONENTE	KIT		3	37.24844847775175644028103044496487	127.2407
220-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000868	70523-900******	MP	220	70523-900	REPAIR KIT	HIDRAULI. COMPONENTE	KIT		2	58.62046252927400468384074941451991	200.2475
220-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110000886	8761-237*******	MP	220	8761-237	O-RING BUNA N 70 FOR FUMP 6423-460	HIDRAULI. COMPONENTE	PIEZA		4	1.673887587822014051522248243559719	5.718
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001023	HC-D20-F001A	MP	210	HC01855	SPRING CENTER KIT D20 # 320708001	HIDRAULI. COMPONENTE	KIT		1	21.01399297423887587822014051522248	71.7838
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001027	HC-D20-H005****	MP	210	HC01832	PILOT KIT FOR HC-D20	HIDRAULI. COMPONENTE	KIT		2	130.5045667447306791569086651053864	445.8036
299-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001029	M10 X 180MM	MP	299	HC01641	STUD HC-D4 DE 2 SPOOLS 300104002	HIDRAULI. COMPONENTE	PIEZA		4	13.35664519906323185011709601873536	45.6263
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001056	HC-D20 04 PILOT	MP	210	HC01703	SPOOL D20 TANDEM PILOTADO (SK-MP-1997)	HIDRAULI. COMPONENTE	PIEZA		1	265.3422716627634660421545667447307	906.4092
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001067	HC-D12 04 SPOOL	MP	210	HC01682	SPOOL D12 TND CODE 421207015	HIDRAULI. COMPONENTE	PIEZA		6	66.62488290398126463700234192037471	227.5906
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001069	HC-D20 SEAL KIT	MP	210	HC01020	SEAL KIT D20 CODE JSP10800083	HIDRAULI. COMPONENTE	KIT		5	36.17681498829039812646370023419204	123.58
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001084	HC-D20 F4 PILOT	MP	210	HC01701	SPOOL D20 OPEN CENT. PILOTADO (SK-MP-622)	HIDRAULI. COMPONENTE	PIEZA		2	158.5977751756440281030444964871194	541.77
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001115	M14 X 248MM****	MP	210	HC01661	STUD HC-D20 DE 1 SPOOL	HIDRAULI. COMPONENTE	PIEZA		4	10.71030444964871194379391100702576	36.5864
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001124	HC-D4-F001A	MP	210	HC01844	SPRING CENTER KIT D4, CODE 320704004	HIDRAULI. COMPONENTE	KIT		4	11.0882611241217798594847775175644	37.8775
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001131	FC300-08	MP	300	HQ00269	"MANGUERA HIDRAULICA SAE100R5 DIAM. 13/32"" 157BAR/2250PSI"	MANGUERA Y CONEXION	METRO		30	5.39080796252927400468384074941452	18.415
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001131	FC300-08	MP	385	HQ00269	"MANGUERA HIDRAULICA SAE100R5 DIAM. 13/32"" 157BAR/2250PSI"	MANGUERA Y CONEXION	METRO		7.78	5.39080796252927400468384074941452	18.415
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001237	DMC6-6N-S	MP	210	FQ04059	CONECTOR RECTO MACHO 3/8 NPT OD 3/8 SS316	HIDRAULI. COMPONENTE	PIEZA		10	16.31937939110070257611241217798595	55.747
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001240	PLACA EATON	MP	210	VA09993	PLACA EATON (PISTON PUMP)	HIDRAULI. COMPONENTE	PIEZA		6	2.863553864168618266978922716627635	9.7819
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001253	1-1/2AP NPT TEE	MP	210	ZT01262	TEE 1.1/2~ H.P. NPT	HIDRAULICA PROYECTOS	PIEZA	FERRE	4	23.63729508196721311475409836065574	80.745
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001267	FSK127 2.4/0/1	MP	210	VZG0222	INDICADOR DE NIVEL FSK127 2.4/0/1	HIDRAULI. COMPONENTE	PIEZA		1	87.90105386416861826697892271662763	300.27
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001410	# 600	SP	210	LIJA	LIJA DE AGUA # 600	ELECTRONICA NAVAL	UNIDAD	FERRE	9	0.4970140515222482435597189695550351	1.6978
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001837	CBCALHN	MP	210	CBCALHN	COUNTERBALANCE VALVE CARTRIDGE	HIDRAULI. COMPONENTE	PIEZA		1	32.95468384074941451990632318501171	112.5732
220-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110001837	CBCALHN	MP	220	CBCALHN	COUNTERBALANCE VALVE CARTRIDGE	HIDRAULI. COMPONENTE	PIEZA		3	32.95468384074941451990632318501171	112.5732
